,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Senescence.ATP5I5,5.88E-61,0.974763719,0.749,0.504,1.84E-56,Senescence,ATP5I
Senescence.KRT76,4.04E-73,0.922255942,0.965,0.832,1.26E-68,Senescence,KRT7
Senescence.MT2A6,7.81E-45,0.902949583,0.929,0.819,2.44E-40,Senescence,MT2A
Senescence.KRT156,2.98E-59,0.900466552,0.755,0.451,9.31E-55,Senescence,KRT15
Senescence.PHLDA24,1.74E-55,0.885129961,0.861,0.67,5.44E-51,Senescence,PHLDA2
Senescence.AGR24,4.69E-64,0.849557936,0.933,0.798,1.46E-59,Senescence,AGR2
Senescence.S100A92,2.12E-25,0.841413224,0.712,0.496,6.61E-21,Senescence,S100A9
Senescence.HLA-DQB21,1.55E-32,0.840884396,0.257,0.069,4.84E-28,Senescence,HLA-DQB2
Senescence.TSPAN18,4.33E-61,0.832735411,0.8,0.508,1.35E-56,Senescence,TSPAN1
Senescence.CST64,1.49E-49,0.807128748,0.695,0.399,4.64E-45,Senescence,CST6
Senescence.RHOV2,6.95E-42,0.806072528,0.486,0.22,2.17E-37,Senescence,RHOV
Senescence.MED241,2.12E-40,0.804305481,0.553,0.297,6.62E-36,Senescence,MED24
Senescence.KRT85,3.49E-61,0.791775104,0.984,0.931,1.09E-56,Senescence,KRT8
Senescence.SYT81,5.79E-55,0.787875822,0.663,0.333,1.81E-50,Senescence,SYT8
Senescence.CRIP16,1.16E-54,0.778582644,0.71,0.397,3.61E-50,Senescence,CRIP1
Senescence.S100P2,3.13E-30,0.772202425,0.66,0.39,9.78E-26,Senescence,S100P
Senescence.TPI15,1.51E-54,0.75507518,0.979,0.931,4.72E-50,Senescence,TPI1
Senescence.PLAT2,1.60E-33,0.739679384,0.427,0.198,4.99E-29,Senescence,PLAT
Senescence.ANGPTL43,1.97E-21,0.738909076,0.424,0.247,6.14E-17,Senescence,ANGPTL4
Senescence.GAPDH6,1.75E-49,0.735620801,0.999,0.983,5.45E-45,Senescence,GAPDH
Senescence.PRSS222,2.62E-43,0.735103208,0.593,0.347,8.16E-39,Senescence,PRSS22
Senescence.KRT811,2.95E-26,0.734546982,0.197,0.042,9.21E-22,Senescence,KRT81
Senescence.SERPINB33,0.001230821,0.731821275,0.109,0.072,1,Senescence,SERPINB3
Senescence.ENO16,6.28E-49,0.728460862,0.978,0.943,1.96E-44,Senescence,ENO1
Senescence.GDF152,1.03E-30,0.721824349,0.656,0.443,3.20E-26,Senescence,GDF15
Senescence.ARHGDIB3,7.91E-54,0.716013033,0.827,0.605,2.47E-49,Senescence,ARHGDIB
Senescence.ANXA15,2.23E-40,0.708119195,0.844,0.707,6.97E-36,Senescence,ANXA1
Senescence.KRT184,1.23E-55,0.707443748,0.993,0.957,3.83E-51,Senescence,KRT18
Senescence.ATPIF14,2.60E-44,0.706988756,0.746,0.492,8.10E-40,Senescence,ATPIF1
Senescence.CXCL12,1.93E-18,0.703405426,0.43,0.246,6.01E-14,Senescence,CXCL1
Senescence.S100A65,3.70E-77,0.698850376,1,0.989,1.16E-72,Senescence,S100A6
Senescence.LDHB5,2.69E-41,0.697481492,0.948,0.859,8.38E-37,Senescence,LDHB
Senescence.EGLN33,4.29E-41,0.694729714,0.503,0.24,1.34E-36,Senescence,EGLN3
Senescence.H2AFJ5,1.42E-38,0.686921868,0.805,0.639,4.42E-34,Senescence,H2AFJ
Senescence.ATP5J25,1.32E-37,0.686722491,0.741,0.499,4.11E-33,Senescence,ATP5J2
Senescence.GPX15,3.58E-39,0.685486915,0.751,0.518,1.12E-34,Senescence,GPX1
Senescence.MT1E6,2.08E-37,0.685376126,0.868,0.69,6.49E-33,Senescence,MT1E
Senescence.ERRFI14,3.81E-34,0.682057262,0.902,0.78,1.19E-29,Senescence,ERRFI1
Senescence.SHFM16,8.57E-39,0.679965526,0.742,0.499,2.67E-34,Senescence,SHFM1
Senescence.NTHL11,5.32E-47,0.678854467,0.721,0.47,1.66E-42,Senescence,NTHL1
Senescence.AQP53,5.20E-48,0.678763223,0.664,0.354,1.62E-43,Senescence,AQP5
Senescence.ADM2,1.56E-33,0.676979724,0.465,0.231,4.88E-29,Senescence,ADM
Senescence.SLC16A35,7.15E-44,0.675191385,0.761,0.541,2.23E-39,Senescence,SLC16A3
Senescence.SLC9A3R21,3.78E-48,0.671712212,0.829,0.636,1.18E-43,Senescence,SLC9A3R2
Senescence.SLC2A33,3.09E-37,0.662370701,0.449,0.219,9.64E-33,Senescence,SLC2A3
Senescence.CD92,1.54E-49,0.660438664,0.951,0.889,4.80E-45,Senescence,CD9
Senescence.C4orf482,5.59E-33,0.658724656,0.827,0.706,1.74E-28,Senescence,C4orf48
Senescence.CRIP23,4.25E-48,0.651709924,0.845,0.635,1.32E-43,Senescence,CRIP2
Senescence.CLDN45,1.58E-39,0.6470194,0.908,0.832,4.94E-35,Senescence,CLDN4
Senescence.SNHG252,1.94E-43,0.64116041,0.735,0.499,6.05E-39,Senescence,SNHG25
Senescence.CYBA3,7.00E-41,0.630329939,0.827,0.631,2.18E-36,Senescence,CYBA
Senescence.ATP5E5,6.83E-30,0.630131889,0.764,0.541,2.13E-25,Senescence,ATP5E
Senescence.UQCR114,5.39E-53,0.627691339,0.958,0.884,1.68E-48,Senescence,UQCR11
Senescence.ALDOA4,1.03E-35,0.625943334,0.808,0.606,3.22E-31,Senescence,ALDOA
Senescence.C19orf336,1.47E-49,0.616155979,0.888,0.667,4.58E-45,Senescence,C19orf33
Senescence.SOX42,1.02E-27,0.61503178,0.913,0.825,3.17E-23,Senescence,SOX4
Senescence.RP11-532F12.51,3.23E-46,0.61481386,0.639,0.348,1.01E-41,Senescence,RP11-532F12.5
Senescence.MIF5,3.09E-49,0.614025203,0.896,0.751,9.63E-45,Senescence,MIF
Senescence.SLC2A14,2.94E-45,0.610467184,0.635,0.388,9.19E-41,Senescence,SLC2A1
Senescence.TMSB4X4,3.89E-49,0.60370997,1,0.994,1.21E-44,Senescence,TMSB4X
Senescence.ADIRF5,1.40E-47,0.600156756,0.795,0.497,4.36E-43,Senescence,ADIRF
Senescence.U47924.273,4.49E-47,0.599508482,0.48,0.187,1.40E-42,Senescence,U47924.27
Senescence.NDUFB23,1.89E-54,0.597371678,0.954,0.872,5.90E-50,Senescence,NDUFB2
Senescence.HES43,4.05E-40,0.59736418,0.702,0.473,1.26E-35,Senescence,HES4
Senescence.PRSS26,6.45E-54,0.588208596,0.548,0.201,2.01E-49,Senescence,PRSS2
Senescence.ITGB83,4.31E-53,0.587760268,0.566,0.287,1.34E-48,Senescence,ITGB8
Senescence.ANXA27,7.86E-40,0.587563694,0.958,0.922,2.45E-35,Senescence,ANXA2
Senescence.MT1F3,1.48E-26,0.580185134,0.66,0.427,4.61E-22,Senescence,MT1F
Senescence.PTGS23,6.36E-36,0.5756709,0.478,0.243,1.99E-31,Senescence,PTGS2
Senescence.SLPI2,5.06E-41,0.571702583,0.928,0.759,1.58E-36,Senescence,SLPI
Senescence.SMIM53,3.83E-54,0.569402347,0.453,0.162,1.20E-49,Senescence,SMIM5
Senescence.COX6A14,3.50E-49,0.568664322,0.986,0.926,1.09E-44,Senescence,COX6A1
Senescence.GSTP15,8.32E-58,0.566278742,0.996,0.972,2.60E-53,Senescence,GSTP1
Senescence.CAPS3,4.02E-50,0.565498137,0.666,0.356,1.26E-45,Senescence,CAPS
Senescence.TCEB24,5.83E-34,0.56316095,0.763,0.533,1.82E-29,Senescence,TCEB2
Senescence.POLR2L5,1.22E-50,0.561158466,0.989,0.922,3.79E-46,Senescence,POLR2L
Senescence.OCIAD23,5.54E-44,0.554471576,0.95,0.88,1.73E-39,Senescence,OCIAD2
Senescence.SRI4,1.02E-32,0.551342052,0.897,0.789,3.18E-28,Senescence,SRI
Senescence.PRSS233,8.95E-25,0.547919634,0.722,0.55,2.79E-20,Senescence,PRSS23
Senescence.CXCL141,5.13E-15,0.547347813,0.278,0.147,1.60E-10,Senescence,CXCL14
Senescence.UBL54,4.15E-47,0.543295785,0.963,0.901,1.30E-42,Senescence,UBL5
Senescence.PET1002,1.26E-39,0.542538074,0.813,0.666,3.93E-35,Senescence,PET100
Senescence.EMP13,2.52E-35,0.540998181,0.618,0.397,7.85E-31,Senescence,EMP1
Senescence.MIR4435-2HG4,1.02E-28,0.537842039,0.569,0.383,3.19E-24,Senescence,MIR4435-2HG
Senescence.MARCKSL12,4.09E-34,0.536956097,0.862,0.697,1.28E-29,Senescence,MARCKSL1
Senescence.C17orf895,5.36E-28,0.535718405,0.655,0.436,1.67E-23,Senescence,C17orf89
Senescence.HN14,1.83E-24,0.529207399,0.679,0.459,5.72E-20,Senescence,HN1
Senescence.TMEM45A1,5.61E-36,0.527405667,0.37,0.143,1.75E-31,Senescence,TMEM45A
